year,week,mmwr_week,week_ending_date,state,deaths,population,mortality_rate_per_100k,data_source
2025,1,1,01/04/2025,United States,64860.0,337830000,19.2,CDC Provisional
2025,2,2,01/11/2025,United States,67649.0,337830000,20.0,CDC Provisional
2025,3,3,01/18/2025,United States,67905.0,337830000,20.1,CDC Provisional
2025,4,4,01/25/2025,United States,68109.0,337830000,20.2,CDC Provisional
2025,5,5,02/01/2025,United States,69465.0,337830000,20.6,CDC Provisional
2025,6,6,02/08/2025,United States,68314.0,337830000,20.2,CDC Provisional
2025,7,7,02/15/2025,United States,67071.0,337830000,19.9,CDC Provisional
2025,8,8,02/22/2025,United States,67152.0,337830000,19.9,CDC Provisional
2025,9,9,03/01/2025,United States,66362.0,337830000,19.6,CDC Provisional
2025,10,10,03/08/2025,United States,65148.0,337830000,19.3,CDC Provisional
2025,11,11,03/15/2025,United States,63567.0,337830000,18.8,CDC Provisional
2025,12,12,03/22/2025,United States,61163.0,337830000,18.1,CDC Provisional
2025,13,13,03/29/2025,United States,60410.0,337830000,17.9,CDC Provisional
2025,14,14,04/05/2025,United States,58896.0,337830000,17.4,CDC Provisional
2025,15,15,04/12/2025,United States,58806.0,337830000,17.4,CDC Provisional
2025,16,16,04/19/2025,United States,58152.0,337830000,17.2,CDC Provisional
2025,17,17,04/26/2025,United States,57806.0,337830000,17.1,CDC Provisional
2025,18,18,05/03/2025,United States,57325.0,337830000,17.0,CDC Provisional
2025,19,19,05/10/2025,United States,56745.0,337830000,16.8,CDC Provisional
2025,20,20,05/17/2025,United States,57106.0,337830000,16.9,CDC Provisional
2025,21,21,05/24/2025,United States,56159.0,337830000,16.6,CDC Provisional
2025,22,22,05/31/2025,United States,55671.0,337830000,16.5,CDC Provisional
2025,23,23,06/07/2025,United States,56326.0,337830000,16.7,CDC Provisional
2025,24,24,06/14/2025,United States,55982.0,337830000,16.6,CDC Provisional
2025,25,25,06/21/2025,United States,55376.0,337830000,16.4,CDC Provisional
2025,26,26,06/28/2025,United States,55135.0,337830000,16.3,CDC Provisional
2025,27,27,07/05/2025,United States,54582.0,337830000,16.2,CDC Provisional
2025,28,28,07/12/2025,United States,53972.0,337830000,16.0,CDC Provisional
2025,29,29,07/19/2025,United States,53442.0,337830000,15.8,CDC Provisional
2025,30,30,07/26/2025,United States,52962.0,337830000,15.7,CDC Provisional
2025,31,31,08/02/2025,United States,51496.0,337830000,15.2,CDC Provisional
2025,32,32,08/09/2025,United States,48356.0,337830000,14.3,CDC Provisional
2025,33,33,08/16/2025,United States,39514.0,337830000,11.7,CDC Provisional
2025,34,34,08/23/2025,United States,23505.0,337830000,7.0,CDC Provisional
