Week of Week Ending Date,Jurisdiction of Occurrence,All Cause
"May 4, 2014",Arizona,1004
"May 11, 2014",Arizona,970
"May 18, 2014",Arizona,974
"May 25, 2014",Arizona,967
"June 1, 2014",Arizona,1000
"June 8, 2014",Arizona,974
"June 15, 2014",Arizona,923
"June 22, 2014",Arizona,942
"June 29, 2014",Arizona,933
"July 6, 2014",Arizona,929
"July 13, 2014",Arizona,909
"July 20, 2014",Arizona,950
"July 27, 2014",Arizona,972
"August 3, 2014",Arizona,937
"August 10, 2014",Arizona,910
"August 17, 2014",Arizona,897
"August 24, 2014",Arizona,943
"August 31, 2014",Arizona,949
"September 7, 2014",Arizona,898
"September 14, 2014",Arizona,977
"September 21, 2014",Arizona,926
"September 28, 2014",Arizona,974
"October 5, 2014",Arizona,967
"October 12, 2014",Arizona,960
"October 19, 2014",Arizona,953
"October 26, 2014",Arizona,928
"November 2, 2014",Arizona,979
"November 9, 2014",Arizona,1006
"November 16, 2014",Arizona,1011
"November 23, 2014",Arizona,1026
"November 30, 2014",Arizona,1045
"December 7, 2014",Arizona,954
"December 14, 2014",Arizona,985
"December 21, 2014",Arizona,1038
"December 28, 2014",Arizona,1118
"January 4, 2015",Arizona,1147
"January 11, 2015",Arizona,1187
"January 18, 2015",Arizona,1086
"January 25, 2015",Arizona,1279
"February 1, 2015",Arizona,1145
"February 8, 2015",Arizona,1104
"February 15, 2015",Arizona,1122
"February 22, 2015",Arizona,1065
"March 1, 2015",Arizona,1139
"March 8, 2015",Arizona,1164
"March 15, 2015",Arizona,1123
"March 22, 2015",Arizona,1107
"March 29, 2015",Arizona,1049
"April 5, 2015",Arizona,1059
"April 12, 2015",Arizona,1131
"April 19, 2015",Arizona,1099
"April 26, 2015",Arizona,1066
"May 3, 2015",Arizona,1010
"May 10, 2015",Arizona,1028
"May 17, 2015",Arizona,1034
"May 24, 2015",Arizona,1007
"May 31, 2015",Arizona,1043
"June 7, 2015",Arizona,1044
"June 14, 2015",Arizona,975
"June 21, 2015",Arizona,1045
"June 28, 2015",Arizona,1030
"July 5, 2015",Arizona,997
"July 12, 2015",Arizona,948
"July 19, 2015",Arizona,908
"July 26, 2015",Arizona,1007
"August 2, 2015",Arizona,957
"August 9, 2015",Arizona,937
"August 16, 2015",Arizona,1060
"August 23, 2015",Arizona,960
"August 30, 2015",Arizona,946
"September 6, 2015",Arizona,945
"September 13, 2015",Arizona,971
"September 20, 2015",Arizona,1063
"September 27, 2015",Arizona,927
"October 4, 2015",Arizona,1003
"October 11, 2015",Arizona,967
"October 18, 2015",Arizona,943
"October 25, 2015",Arizona,979
"November 1, 2015",Arizona,991
"November 8, 2015",Arizona,1161
"November 15, 2015",Arizona,1103
"November 22, 2015",Arizona,1059
"November 29, 2015",Arizona,1081
"December 6, 2015",Arizona,1156
"December 13, 2015",Arizona,1142
"December 20, 2015",Arizona,1096
"December 27, 2015",Arizona,1109
"January 3, 2016",Arizona,1149
"January 10, 2016",Arizona,1192
"January 17, 2016",Arizona,1195
"January 24, 2016",Arizona,1217
"January 31, 2016",Arizona,1204
"February 7, 2016",Arizona,1275
"February 14, 2016",Arizona,1305
"February 21, 2016",Arizona,1283
"February 28, 2016",Arizona,1243
"March 6, 2016",Arizona,1288
"March 13, 2016",Arizona,1316
"March 20, 2016",Arizona,1201
"March 27, 2016",Arizona,1189
"April 3, 2016",Arizona,1139
"April 10, 2016",Arizona,1094
"April 17, 2016",Arizona,1106
"April 24, 2016",Arizona,1081
"May 1, 2016",Arizona,1035
"May 8, 2016",Arizona,1057
"May 15, 2016",Arizona,1095
"May 22, 2016",Arizona,997
"May 29, 2016",Arizona,1057
"June 5, 2016",Arizona,1087
"June 12, 2016",Arizona,998
"June 19, 2016",Arizona,1057
"June 26, 2016",Arizona,1064
"July 3, 2016",Arizona,1015
"July 10, 2016",Arizona,991
"July 17, 2016",Arizona,1018
"July 24, 2016",Arizona,1095
"July 31, 2016",Arizona,993
"August 7, 2016",Arizona,1005
"August 14, 2016",Arizona,1015
"August 21, 2016",Arizona,999
"August 28, 2016",Arizona,1018
"September 4, 2016",Arizona,999
"September 11, 2016",Arizona,929
"September 18, 2016",Arizona,1036
"September 25, 2016",Arizona,993
"October 2, 2016",Arizona,972
"October 9, 2016",Arizona,1031
"October 16, 2016",Arizona,1048
"October 23, 2016",Arizona,1007
"October 30, 2016",Arizona,1058
"November 6, 2016",Arizona,1058
"November 13, 2016",Arizona,1048
"November 20, 2016",Arizona,1099
"November 27, 2016",Arizona,1111
"December 4, 2016",Arizona,1106
"December 11, 2016",Arizona,1095
"December 18, 2016",Arizona,1061
"December 25, 2016",Arizona,1165
"January 1, 2017",Arizona,1170
"January 8, 2017",Arizona,1205
"January 15, 2017",Arizona,1122
"January 22, 2017",Arizona,1191
"January 29, 2017",Arizona,1235
"February 5, 2017",Arizona,1216
"February 12, 2017",Arizona,1138
"February 19, 2017",Arizona,1125
"February 26, 2017",Arizona,1176
"March 5, 2017",Arizona,1169
"March 12, 2017",Arizona,1209
"March 19, 2017",Arizona,1189
"March 26, 2017",Arizona,1127
"April 2, 2017",Arizona,1171
"April 9, 2017",Arizona,1141
"April 16, 2017",Arizona,1124
"April 23, 2017",Arizona,1182
"April 30, 2017",Arizona,1169
"May 7, 2017",Arizona,1120
"May 14, 2017",Arizona,1078
"May 21, 2017",Arizona,1065
"May 28, 2017",Arizona,1146
"June 4, 2017",Arizona,1139
"June 11, 2017",Arizona,1082
"June 18, 2017",Arizona,1102
"June 25, 2017",Arizona,1109
"July 2, 2017",Arizona,1142
"July 9, 2017",Arizona,1071
"July 16, 2017",Arizona,1075
"July 23, 2017",Arizona,1002
"July 30, 2017",Arizona,1048
"August 6, 2017",Arizona,1064
"August 13, 2017",Arizona,975
"August 20, 2017",Arizona,1002
"August 27, 2017",Arizona,1054
"September 3, 2017",Arizona,1072
"September 10, 2017",Arizona,1062
"September 17, 2017",Arizona,1036
"September 24, 2017",Arizona,1007
"October 1, 2017",Arizona,1056
"October 8, 2017",Arizona,1065
"October 15, 2017",Arizona,1056
"October 22, 2017",Arizona,1032
"October 29, 2017",Arizona,1085
"November 5, 2017",Arizona,1034
"November 12, 2017",Arizona,1145
"November 19, 2017",Arizona,1112
"November 26, 2017",Arizona,1133
"December 3, 2017",Arizona,1092
"December 10, 2017",Arizona,1155
"December 17, 2017",Arizona,1336
"December 24, 2017",Arizona,1429
"December 31, 2017",Arizona,1532
"January 7, 2018",Arizona,1514
"January 14, 2018",Arizona,1379
"January 21, 2018",Arizona,1363
"January 28, 2018",Arizona,1375
"February 4, 2018",Arizona,1309
"February 11, 2018",Arizona,1228
"February 18, 2018",Arizona,1172
"February 25, 2018",Arizona,1272
"March 4, 2018",Arizona,1282
"March 11, 2018",Arizona,1196
"March 18, 2018",Arizona,1232
"March 25, 2018",Arizona,1195
"April 1, 2018",Arizona,1247
"April 8, 2018",Arizona,1179
"April 15, 2018",Arizona,1161
"April 22, 2018",Arizona,1145
"April 29, 2018",Arizona,1157
"May 6, 2018",Arizona,1141
"May 13, 2018",Arizona,1030
"May 20, 2018",Arizona,1063
"May 27, 2018",Arizona,1033
"June 3, 2018",Arizona,1086
"June 10, 2018",Arizona,1154
"June 17, 2018",Arizona,1065
"June 24, 2018",Arizona,1105
"July 1, 2018",Arizona,1079
"July 8, 2018",Arizona,1042
"July 15, 2018",Arizona,1121
"July 22, 2018",Arizona,1090
"July 29, 2018",Arizona,1097
"August 5, 2018",Arizona,1042
"August 12, 2018",Arizona,1015
"August 19, 2018",Arizona,1082
"August 26, 2018",Arizona,1070
"September 2, 2018",Arizona,1046
"September 9, 2018",Arizona,1070
"September 16, 2018",Arizona,1065
"September 23, 2018",Arizona,1073
"September 30, 2018",Arizona,997
"October 7, 2018",Arizona,1027
"October 14, 2018",Arizona,1098
"October 21, 2018",Arizona,1088
"October 28, 2018",Arizona,1027
"November 4, 2018",Arizona,1102
"November 11, 2018",Arizona,1098
"November 18, 2018",Arizona,1119
"November 25, 2018",Arizona,1156
"December 2, 2018",Arizona,1188
"December 9, 2018",Arizona,1152
"December 16, 2018",Arizona,1274
"December 23, 2018",Arizona,1185
"December 30, 2018",Arizona,1351
"January 6, 2019",Arizona,1350
"January 13, 2019",Arizona,1270
"January 20, 2019",Arizona,1253
"January 27, 2019",Arizona,1217
"February 3, 2019",Arizona,1204
"February 10, 2019",Arizona,1188
"February 17, 2019",Arizona,1313
"February 24, 2019",Arizona,1250
"March 3, 2019",Arizona,1252
"March 10, 2019",Arizona,1279
"March 17, 2019",Arizona,1192
"March 24, 2019",Arizona,1240
"March 31, 2019",Arizona,1254
"April 7, 2019",Arizona,1325
"April 14, 2019",Arizona,1167
"April 21, 2019",Arizona,1176
"April 28, 2019",Arizona,1160
"May 5, 2019",Arizona,1191
"May 12, 2019",Arizona,1139
"May 19, 2019",Arizona,1122
"May 26, 2019",Arizona,1168
"June 2, 2019",Arizona,1074
"June 9, 2019",Arizona,1149
"June 16, 2019",Arizona,1060
"June 23, 2019",Arizona,1122
"June 30, 2019",Arizona,1120
"July 7, 2019",Arizona,1165
"July 14, 2019",Arizona,1144
"July 21, 2019",Arizona,1068
"July 28, 2019",Arizona,1085
"August 4, 2019",Arizona,1085
"August 11, 2019",Arizona,1071
"August 18, 2019",Arizona,1063
"August 25, 2019",Arizona,1151
"September 1, 2019",Arizona,1176
"September 8, 2019",Arizona,1038
"September 15, 2019",Arizona,1079
"September 22, 2019",Arizona,1159
"September 29, 2019",Arizona,1102
"October 6, 2019",Arizona,1117
"October 13, 2019",Arizona,1139
"October 20, 2019",Arizona,1013
"October 27, 2019",Arizona,1121
"November 3, 2019",Arizona,1254
"November 10, 2019",Arizona,1197
"November 17, 2019",Arizona,1220
"November 24, 2019",Arizona,1119
"December 1, 2019",Arizona,1222
"December 8, 2019",Arizona,1193
"December 15, 2019",Arizona,1165
"December 22, 2019",Arizona,1219
"December 29, 2019",Arizona,1297
"January 5, 2020",Arizona,1388
"January 12, 2020",Arizona,1312
"January 19, 2020",Arizona,1274
"January 26, 2020",Arizona,1262
"February 2, 2020",Arizona,1261
"February 9, 2020",Arizona,1309
"February 16, 2020",Arizona,1337
"February 23, 2020",Arizona,1351
"March 1, 2020",Arizona,1375
"March 8, 2020",Arizona,1347
"March 15, 2020",Arizona,1285
"March 22, 2020",Arizona,1319
"March 29, 2020",Arizona,1353
"April 5, 2020",Arizona,1397
"April 12, 2020",Arizona,1306
"April 19, 2020",Arizona,1372
"April 26, 2020",Arizona,1389
"May 3, 2020",Arizona,1417
"May 10, 2020",Arizona,1287
"May 17, 2020",Arizona,1260
"May 24, 2020",Arizona,1269
"January 5, 2014",Alaska,85
"January 12, 2014",Alaska,80
"January 19, 2014",Alaska,83
"January 26, 2014",Alaska,57
"February 2, 2014",Alaska,70
"February 9, 2014",Alaska,73
"February 16, 2014",Alaska,83
"February 23, 2014",Alaska,56
"March 2, 2014",Alaska,63
"March 9, 2014",Alaska,71
"March 16, 2014",Alaska,68
"March 23, 2014",Alaska,81
"March 30, 2014",Alaska,71
"April 6, 2014",Alaska,70
"April 13, 2014",Alaska,66
"April 20, 2014",Alaska,65
"April 27, 2014",Alaska,71
"May 4, 2014",Alaska,81
"May 11, 2014",Alaska,68
"May 18, 2014",Alaska,78
"May 25, 2014",Alaska,69
"June 1, 2014",Alaska,66
"June 8, 2014",Alaska,75
"June 15, 2014",Alaska,73
"June 22, 2014",Alaska,101
"June 29, 2014",Alaska,82
"July 6, 2014",Alaska,75
"July 13, 2014",Alaska,80
"July 20, 2014",Alaska,83
"July 27, 2014",Alaska,80
"August 3, 2014",Alaska,70
"August 10, 2014",Alaska,70
"August 17, 2014",Alaska,88
"August 24, 2014",Alaska,74
"August 31, 2014",Alaska,73
"September 7, 2014",Alaska,94
"September 14, 2014",Alaska,68
"September 21, 2014",Alaska,76
"September 28, 2014",Alaska,75
"October 5, 2014",Alaska,90
"October 12, 2014",Alaska,77
"October 19, 2014",Alaska,86
"October 26, 2014",Alaska,85
"November 2, 2014",Alaska,80
"November 9, 2014",Alaska,89
"November 16, 2014",Alaska,81
"November 23, 2014",Alaska,89
"November 30, 2014",Alaska,87
"December 7, 2014",Alaska,81
"December 14, 2014",Alaska,85
"December 21, 2014",Alaska,82
"December 28, 2014",Alaska,84
"January 4, 2015",Alaska,75
"January 11, 2015",Alaska,80
"January 18, 2015",Alaska,84
"January 25, 2015",Alaska,84
"February 1, 2015",Alaska,85
"February 8, 2015",Alaska,81
"February 15, 2015",Alaska,75
"February 22, 2015",Alaska,90
"March 1, 2015",Alaska,74
"March 8, 2015",Alaska,79
"March 15, 2015",Alaska,66
"March 22, 2015",Alaska,81
"March 29, 2015",Alaska,80
"April 5, 2015",Alaska,71
"April 12, 2015",Alaska,81
"April 19, 2015",Alaska,69
"April 26, 2015",Alaska,81
"May 3, 2015",Alaska,72
"May 10, 2015",Alaska,124
"May 17, 2015",Alaska,80
"May 24, 2015",Alaska,80
"May 31, 2015",Alaska,78
"June 7, 2015",Alaska,77
"June 14, 2015",Alaska,77
"June 21, 2015",Alaska,94
"June 28, 2015",Alaska,77
"July 5, 2015",Alaska,80
"July 12, 2015",Alaska,84
"July 19, 2015",Alaska,98
"July 26, 2015",Alaska,68
"August 2, 2015",Alaska,70
"August 9, 2015",Alaska,59
"August 16, 2015",Alaska,80
"August 23, 2015",Alaska,99
"August 30, 2015",Alaska,83
"September 6, 2015",Alaska,102
"September 13, 2015",Alaska,79
"September 20, 2015",Alaska,73
"September 27, 2015",Alaska,74
"October 4, 2015",Alaska,91
"October 11, 2015",Alaska,93
"October 18, 2015",Alaska,75
"October 25, 2015",Alaska,67
"November 1, 2015",Alaska,78
"November 8, 2015",Alaska,70
"November 15, 2015",Alaska,83
"November 22, 2015",Alaska,84
"November 29, 2015",Alaska,77
"December 6, 2015",Alaska,75
"December 13, 2015",Alaska,72
"December 20, 2015",Alaska,80
"December 27, 2015",Alaska,97
"January 3, 2016",Alaska,81
"January 10, 2016",Alaska,79
"January 17, 2016",Alaska,81
"January 24, 2016",Alaska,98
"January 31, 2016",Alaska,77
"February 7, 2016",Alaska,91
"February 14, 2016",Alaska,74
"February 21, 2016",Alaska,57
"February 28, 2016",Alaska,85
"March 6, 2016",Alaska,85
"March 13, 2016",Alaska,82
"March 20, 2016",Alaska,80
"March 27, 2016",Alaska,81
"April 3, 2016",Alaska,76
"April 10, 2016",Alaska,88
"April 17, 2016",Alaska,84
"April 24, 2016",Alaska,81
"May 1, 2016",Alaska,73
"May 8, 2016",Alaska,86
"May 15, 2016",Alaska,102
"May 22, 2016",Alaska,63
"May 29, 2016",Alaska,105
"June 5, 2016",Alaska,86
"June 12, 2016",Alaska,84
"June 19, 2016",Alaska,70
"June 26, 2016",Alaska,88
"July 3, 2016",Alaska,85
"July 10, 2016",Alaska,93
"July 17, 2016",Alaska,81
"July 24, 2016",Alaska,89
"July 31, 2016",Alaska,89
"August 7, 2016",Alaska,78
"August 14, 2016",Alaska,61
"August 21, 2016",Alaska,68
"August 28, 2016",Alaska,80
"September 4, 2016",Alaska,81
"September 11, 2016",Alaska,84
"September 18, 2016",Alaska,61
"September 25, 2016",Alaska,81
"October 2, 2016",Alaska,89
"October 9, 2016",Alaska,89
"October 16, 2016",Alaska,99
"October 23, 2016",Alaska,84
"October 30, 2016",Alaska,68
"November 6, 2016",Alaska,90
"November 13, 2016",Alaska,75
"November 20, 2016",Alaska,70
"November 27, 2016",Alaska,84
"December 4, 2016",Alaska,97
"December 11, 2016",Alaska,80
"December 18, 2016",Alaska,93
"December 25, 2016",Alaska,81
"January 1, 2017",Alaska,104
"January 8, 2017",Alaska,87
"January 15, 2017",Alaska,93
"January 22, 2017",Alaska,80
"January 29, 2017",Alaska,87
"February 5, 2017",Alaska,63
"February 12, 2017",Alaska,80
"February 19, 2017",Alaska,73
"February 26, 2017",Alaska,66
"March 5, 2017",Alaska,74
"March 12, 2017",Alaska,84
"March 19, 2017",Alaska,92
"March 26, 2017",Alaska,89
"April 2, 2017",Alaska,78
"April 9, 2017",Alaska,88
"April 16, 2017",Alaska,58
"April 23, 2017",Alaska,80
"April 30, 2017",Alaska,73
"May 7, 2017",Alaska,77
"May 14, 2017",Alaska,68
"May 21, 2017",Alaska,76
"May 28, 2017",Alaska,77
"June 4, 2017",Alaska,84
"June 11, 2017",Alaska,90
"June 18, 2017",Alaska,81
"June 25, 2017",Alaska,79
"July 2, 2017",Alaska,82
"July 9, 2017",Alaska,70
"July 16, 2017",Alaska,81
"July 23, 2017",Alaska,79
"July 30, 2017",Alaska,64
"August 6, 2017",Alaska,68
"August 13, 2017",Alaska,89
"August 20, 2017",Alaska,89
"August 27, 2017",Alaska,77
"September 3, 2017",Alaska,86
"September 10, 2017",Alaska,83
"September 17, 2017",Alaska,89
"September 24, 2017",Alaska,115
"October 1, 2017",Alaska,78
"October 8, 2017",Alaska,79
"October 15, 2017",Alaska,79
"October 22, 2017",Alaska,96
"October 29, 2017",Alaska,64
"November 5, 2017",Alaska,71
"November 12, 2017",Alaska,81
"November 19, 2017",Alaska,75
"November 26, 2017",Alaska,94
"December 3, 2017",Alaska,76
"December 10, 2017",Alaska,96
"December 17, 2017",Alaska,90
"December 24, 2017",Alaska,86
"December 31, 2017",Alaska,72
"January 7, 2018",Alaska,100
"January 14, 2018",Alaska,95
"January 21, 2018",Alaska,79
"January 28, 2018",Alaska,82
"February 4, 2018",Alaska,65
"February 11, 2018",Alaska,83
"February 18, 2018",Alaska,94
"February 25, 2018",Alaska,91
"March 4, 2018",Alaska,90
"March 11, 2018",Alaska,69
"March 18, 2018",Alaska,76
"March 25, 2018",Alaska,78
"April 1, 2018",Alaska,92
"April 8, 2018",Alaska,90
"April 15, 2018",Alaska,98
"April 22, 2018",Alaska,77
"April 29, 2018",Alaska,93
"May 6, 2018",Alaska,71
"May 13, 2018",Alaska,72
"May 20, 2018",Alaska,73
"May 27, 2018",Alaska,63
"June 3, 2018",Alaska,78
"June 10, 2018",Alaska,82
"June 17, 2018",Alaska,78
"June 24, 2018",Alaska,66
"July 1, 2018",Alaska,88
"July 8, 2018",Alaska,104
"July 15, 2018",Alaska,71
"July 22, 2018",Alaska,77
"July 29, 2018",Alaska,89
"August 5, 2018",Alaska,82
"August 12, 2018",Alaska,89
"August 19, 2018",Alaska,92
"August 26, 2018",Alaska,80
"September 2, 2018",Alaska,86
"September 9, 2018",Alaska,65
